Date,Name,Product,Category,Region,Quantity Sold,Revenue,Discount (%),Payment Method,Customer Feedback,Order Status
13-05-2025,Diana,Mouse,Accessories,West,28,3451,18,Online,Excellent,Pending
27-09-2025,Charlie,Mouse,Gadgets,North,24,877,25,Debit Card,Good,Cancelled
10-01-2025,Diana,Laptop,Gadgets,East,39,2003,26,Debit Card,Good,Cancelled
07-05-2025,Edward,Laptop,Gadgets,West,40,1874,14,Online,Poor,Delivered
26-07-2025,Bob,Mouse,Peripherals,West,23,2976,18,Credit Card,Good,Cancelled
20-10-2025,Fiona,Tablet,Accessories,North,40,2235,19,Credit Card,Excellent,Returned
11-11-2025,Julia,Monitor,Gadgets,West,39,3686,29,Cash,Average,Pending
15-08-2025,Fiona,Keyboard,Peripherals,South,3,1649,27,Credit Card,Excellent,Cancelled
22-08-2025,Julia,Headphones,Accessories,South,11,2125,2,Credit Card,Good,Pending
17-04-2025,Hannah,Smartwatch,Accessories,North,43,3967,25,Debit Card,Good,Cancelled
26-08-2025,Hannah,Speaker,Accessories,West,15,581,3,Credit Card,Good,Returned
06-12-2025,Fiona,Laptop,Peripherals,North,18,1482,25,Debit Card,Average,Returned
03-11-2025,Charlie,Smartwatch,Peripherals,North,19,2734,2,Debit Card,Poor,Pending
17-05-2025,Edward,Monitor,Electronics,North,50,2738,6,Debit Card,Average,Pending
21-11-2025,Edward,Speaker,Electronics,South,9,2943,0,Online,Poor,Returned
11-10-2025,Bob,Headphones,Gadgets,South,15,3300,15,Online,Average,Pending
27-02-2025,Ian,Smartwatch,Gadgets,East,36,1664,7,Credit Card,Average,Pending
22-04-2025,Charlie,Tablet,Accessories,North,7,2482,13,Cash,Excellent,Pending
08-05-2025,Charlie,Monitor,Gadgets,South,28,4600,12,Cash,Good,Returned
05-04-2025,Charlie,Keyboard,Gadgets,South,12,1080,2,Debit Card,Average,Delivered
02-01-2025,George,Keyboard,Peripherals,West,12,2272,25,Cash,Excellent,Returned
16-04-2025,Bob,Smartwatch,Accessories,East,25,1038,24,Credit Card,Average,Delivered
28-10-2025,Ian,Smartwatch,Electronics,South,28,2995,24,Credit Card,Good,Pending
15-02-2025,Julia,Tablet,Accessories,South,18,3895,19,Online,Average,Cancelled
21-07-2025,George,Monitor,Peripherals,West,33,3822,22,Cash,Good,Returned
07-10-2025,Charlie,Laptop,Accessories,South,20,1007,12,Debit Card,Good,Returned
23-12-2025,Ian,Speaker,Accessories,East,40,4673,14,Debit Card,Good,Returned
16-07-2025,Ian,Speaker,Accessories,East,42,562,28,Debit Card,Average,Cancelled
08-07-2025,Hannah,Headphones,Gadgets,North,7,3787,3,Credit Card,Excellent,Pending
21-03-2025,Edward,Keyboard,Peripherals,North,34,2162,18,Cash,Excellent,Cancelled
01-12-2025,Diana,Monitor,Electronics,North,42,4724,14,Debit Card,Average,Returned
25-02-2025,Bob,Camera,Gadgets,West,26,1206,18,Credit Card,Good,Cancelled
08-07-2025,Charlie,Speaker,Accessories,East,7,1279,30,Debit Card,Poor,Delivered
26-03-2025,Hannah,Smartwatch,Gadgets,North,20,1644,30,Debit Card,Excellent,Pending
17-12-2025,Bob,Speaker,Electronics,North,25,3612,13,Online,Good,Cancelled
02-08-2025,Alice,Monitor,Accessories,South,11,3492,25,Cash,Average,Returned
08-09-2025,Charlie,Smartphone,Gadgets,East,36,3054,19,Online,Average,Cancelled
15-02-2025,George,Speaker,Gadgets,West,34,1219,14,Credit Card,Good,Cancelled
26-03-2025,Hannah,Tablet,Gadgets,East,15,4461,16,Debit Card,Average,Pending
22-08-2025,George,Speaker,Gadgets,North,26,3095,2,Cash,Good,Cancelled
18-09-2025,Hannah,Keyboard,Peripherals,South,14,960,12,Credit Card,Good,Returned
11-10-2025,Charlie,Headphones,Accessories,North,46,2221,5,Online,Average,Returned
20-08-2025,Alice,Camera,Peripherals,North,22,971,12,Credit Card,Average,Returned
17-12-2025,Julia,Smartwatch,Peripherals,South,35,4961,12,Credit Card,Poor,Returned
27-07-2025,Fiona,Headphones,Electronics,West,4,100,15,Cash,Good,Pending
15-09-2025,Hannah,Keyboard,Gadgets,North,43,4298,3,Cash,Good,Returned
24-03-2025,Julia,Camera,Electronics,East,24,1578,24,Cash,Good,Delivered
15-08-2025,Julia,Keyboard,Electronics,West,49,3768,8,Debit Card,Excellent,Cancelled
25-05-2025,Charlie,Mouse,Peripherals,East,14,2378,2,Online,Excellent,Pending
27-04-2025,Hannah,Mouse,Peripherals,East,13,2697,13,Debit Card,Excellent,Returned
09-11-2025,Alice,Laptop,Electronics,North,6,3807,25,Online,Average,Pending
16-09-2025,Hannah,Laptop,Gadgets,North,43,2354,17,Cash,Poor,Pending
08-11-2025,Julia,Smartphone,Peripherals,South,24,3156,5,Credit Card,Excellent,Delivered
15-05-2025,Fiona,Monitor,Gadgets,North,6,3470,13,Online,Excellent,Delivered
23-02-2025,Fiona,Monitor,Peripherals,South,41,2958,21,Debit Card,Excellent,Returned
08-05-2025,Bob,Smartphone,Peripherals,South,13,4863,22,Credit Card,Poor,Pending
11-05-2025,Fiona,Mouse,Accessories,North,5,1330,11,Online,Good,Returned
18-06-2025,Bob,Headphones,Peripherals,East,44,3142,18,Cash,Good,Returned
05-02-2025,Charlie,Laptop,Gadgets,West,13,245,15,Debit Card,Poor,Pending
08-03-2025,Charlie,Keyboard,Peripherals,West,23,4096,1,Online,Good,Returned
23-07-2025,Julia,Smartwatch,Electronics,West,28,3617,1,Online,Excellent,Delivered
23-03-2025,Edward,Camera,Gadgets,East,8,1659,14,Cash,Excellent,Delivered
03-04-2025,George,Laptop,Gadgets,South,7,1958,6,Debit Card,Excellent,Pending
14-07-2025,Charlie,Monitor,Gadgets,South,29,3991,29,Cash,Excellent,Cancelled
18-06-2025,Bob,Keyboard,Peripherals,East,1,1988,5,Online,Poor,Returned
14-08-2025,Diana,Speaker,Peripherals,South,11,3503,29,Cash,Poor,Cancelled
07-01-2025,Fiona,Laptop,Accessories,South,32,2463,3,Credit Card,Good,Returned
13-07-2025,Edward,Smartwatch,Accessories,West,33,1748,25,Debit Card,Good,Delivered
23-10-2025,Bob,Tablet,Accessories,East,19,3161,4,Online,Poor,Pending
28-01-2025,Fiona,Camera,Accessories,East,31,1989,14,Credit Card,Average,Returned
13-10-2025,Julia,Speaker,Electronics,South,13,4158,2,Online,Average,Returned
01-08-2025,Hannah,Speaker,Accessories,East,20,1019,21,Cash,Poor,Pending
10-06-2025,Alice,Laptop,Gadgets,West,20,1580,23,Online,Poor,Returned
28-07-2025,Julia,Camera,Gadgets,South,30,903,29,Debit Card,Excellent,Cancelled
18-07-2025,Julia,Laptop,Gadgets,West,37,2492,4,Online,Good,Delivered
24-12-2025,George,Tablet,Peripherals,West,13,3328,2,Cash,Good,Returned
26-09-2025,Charlie,Tablet,Peripherals,South,29,2098,25,Debit Card,Excellent,Pending
08-10-2025,Fiona,Monitor,Electronics,East,11,534,11,Credit Card,Excellent,Pending
08-08-2025,Edward,Smartwatch,Electronics,East,48,4188,3,Credit Card,Poor,Delivered
14-05-2025,Diana,Speaker,Peripherals,North,12,591,24,Debit Card,Poor,Cancelled
01-08-2025,Ian,Mouse,Accessories,South,15,575,19,Credit Card,Average,Delivered
11-07-2025,Edward,Keyboard,Accessories,North,50,2792,25,Online,Good,Returned
22-11-2025,Ian,Tablet,Gadgets,South,40,4445,14,Credit Card,Excellent,Cancelled
24-07-2025,Alice,Tablet,Gadgets,West,48,1788,28,Credit Card,Good,Delivered
27-03-2025,Hannah,Laptop,Gadgets,West,8,269,20,Debit Card,Excellent,Delivered
05-08-2025,Fiona,Speaker,Accessories,South,31,2207,30,Credit Card,Good,Returned
18-10-2025,Charlie,Monitor,Peripherals,North,49,1506,0,Credit Card,Excellent,Pending
13-01-2025,Alice,Monitor,Gadgets,West,25,4517,19,Credit Card,Poor,Pending
19-10-2025,Diana,Tablet,Electronics,South,5,3315,26,Credit Card,Poor,Returned
01-11-2025,Edward,Laptop,Peripherals,North,40,1877,12,Online,Good,Pending
21-02-2025,Edward,Speaker,Peripherals,West,45,1322,24,Credit Card,Good,Delivered
05-07-2025,Hannah,Monitor,Electronics,South,27,2063,4,Cash,Poor,Pending
06-08-2025,George,Headphones,Gadgets,East,36,642,14,Credit Card,Poor,Delivered
09-01-2025,Fiona,Keyboard,Accessories,North,11,507,7,Cash,Good,Pending
11-07-2025,Alice,Smartphone,Electronics,East,11,1550,3,Online,Average,Pending
15-04-2025,Edward,Smartphone,Electronics,East,23,3406,25,Online,Average,Delivered
11-06-2025,Hannah,Smartphone,Accessories,South,34,3040,13,Debit Card,Good,Delivered
09-07-2025,Bob,Speaker,Electronics,South,35,2719,15,Online,Good,Returned
09-07-2025,Fiona,Speaker,Accessories,West,22,4172,6,Cash,Poor,Delivered
16-02-2025,Ian,Monitor,Accessories,West,43,2404,26,Credit Card,Average,Pending
24-01-2025,Alice,Mouse,Electronics,South,34,4008,8,Cash,Poor,Delivered
02-09-2025,Charlie,Smartwatch,Electronics,East,18,2264,30,Debit Card,Average,Cancelled
08-06-2025,Julia,Headphones,Accessories,East,43,2485,18,Credit Card,Excellent,Pending
03-11-2025,Alice,Mouse,Peripherals,South,13,1739,19,Online,Good,Delivered
02-11-2025,Julia,Laptop,Electronics,West,8,3342,4,Credit Card,Poor,Returned
08-01-2025,Alice,Keyboard,Peripherals,South,14,3323,17,Debit Card,Poor,Cancelled
27-04-2025,Edward,Monitor,Accessories,West,41,4118,26,Credit Card,Good,Returned
20-01-2025,George,Keyboard,Accessories,West,46,1966,8,Online,Excellent,Pending
08-03-2025,Diana,Keyboard,Accessories,West,49,2768,4,Debit Card,Average,Pending
16-03-2025,Hannah,Speaker,Gadgets,South,21,1277,13,Online,Poor,Cancelled
04-11-2025,George,Camera,Peripherals,East,45,914,15,Credit Card,Good,Pending
07-10-2025,George,Tablet,Electronics,North,44,3377,16,Credit Card,Good,Returned
23-08-2025,Alice,Keyboard,Gadgets,South,44,231,13,Online,Good,Cancelled
25-05-2025,Edward,Camera,Electronics,West,32,4362,23,Debit Card,Good,Pending
06-06-2025,George,Mouse,Electronics,West,20,2124,2,Credit Card,Good,Delivered
20-10-2025,Fiona,Laptop,Electronics,South,1,2540,26,Online,Excellent,Pending
23-12-2025,Fiona,Speaker,Electronics,West,34,478,14,Debit Card,Poor,Cancelled
25-02-2025,Ian,Monitor,Gadgets,West,29,1467,16,Cash,Poor,Delivered
10-03-2025,George,Tablet,Accessories,East,20,4258,27,Credit Card,Poor,Returned
19-02-2025,George,Mouse,Accessories,West,29,4950,8,Credit Card,Good,Cancelled
10-01-2025,Fiona,Speaker,Peripherals,West,18,3836,0,Online,Poor,Returned
22-10-2025,Charlie,Tablet,Gadgets,North,2,2388,10,Online,Average,Pending
13-07-2025,Fiona,Smartwatch,Accessories,North,29,130,9,Credit Card,Good,Pending
07-12-2025,Edward,Smartphone,Gadgets,East,13,1835,17,Online,Good,Returned
19-02-2025,Ian,Keyboard,Peripherals,North,40,4893,11,Online,Average,Cancelled
27-12-2025,Diana,Mouse,Peripherals,West,31,1767,29,Online,Average,Delivered
08-11-2025,Hannah,Keyboard,Electronics,West,10,2283,20,Online,Poor,Pending
23-02-2025,Edward,Monitor,Accessories,South,37,3304,3,Cash,Excellent,Delivered
28-05-2025,Edward,Speaker,Peripherals,West,41,2390,4,Credit Card,Poor,Returned
20-11-2025,Bob,Laptop,Peripherals,West,27,3994,0,Online,Average,Returned
26-02-2025,Hannah,Camera,Accessories,East,7,1708,13,Online,Average,Cancelled
26-10-2025,Bob,Camera,Peripherals,South,48,3080,3,Credit Card,Poor,Delivered
12-01-2025,Fiona,Laptop,Electronics,East,32,1893,4,Online,Average,Delivered
14-09-2025,Ian,Smartwatch,Gadgets,North,23,2852,23,Cash,Poor,Returned
12-11-2025,Bob,Mouse,Peripherals,East,27,3291,12,Cash,Excellent,Cancelled
17-02-2025,Alice,Smartphone,Gadgets,West,22,1442,16,Cash,Poor,Cancelled
11-11-2025,Charlie,Smartphone,Peripherals,South,29,961,26,Cash,Poor,Cancelled
28-01-2025,Bob,Headphones,Gadgets,North,32,2759,15,Cash,Poor,Cancelled
27-07-2025,Diana,Monitor,Peripherals,North,38,2484,28,Debit Card,Poor,Delivered
04-08-2025,Bob,Laptop,Gadgets,South,37,1325,7,Cash,Excellent,Cancelled
12-07-2025,Charlie,Smartwatch,Gadgets,North,4,3514,15,Cash,Poor,Returned
27-11-2025,Fiona,Keyboard,Peripherals,East,25,1193,0,Credit Card,Average,Returned
23-08-2025,Bob,Speaker,Gadgets,North,8,3488,3,Cash,Excellent,Returned
14-03-2025,Charlie,Headphones,Gadgets,East,33,3823,8,Online,Poor,Pending
24-03-2025,Julia,Keyboard,Gadgets,North,16,764,8,Cash,Average,Delivered
21-09-2025,Diana,Speaker,Gadgets,North,48,4405,19,Cash,Poor,Cancelled
20-05-2025,Bob,Monitor,Electronics,West,19,4512,21,Debit Card,Poor,Returned
25-09-2025,Bob,Laptop,Gadgets,North,17,1394,27,Online,Good,Cancelled
15-08-2025,Alice,Speaker,Gadgets,North,10,3454,26,Cash,Poor,Pending
27-07-2025,Alice,Speaker,Accessories,South,22,4012,16,Cash,Good,Cancelled
19-12-2025,Fiona,Tablet,Peripherals,East,8,603,14,Credit Card,Good,Pending
11-05-2025,Julia,Smartphone,Accessories,South,6,835,15,Debit Card,Good,Returned
27-04-2025,Bob,Laptop,Electronics,South,33,1808,3,Online,Average,Pending
09-02-2025,Charlie,Headphones,Peripherals,West,3,3631,29,Cash,Excellent,Cancelled
08-08-2025,Julia,Speaker,Electronics,North,39,635,22,Debit Card,Excellent,Delivered
19-08-2025,Hannah,Smartphone,Gadgets,South,21,4877,22,Online,Excellent,Cancelled
22-10-2025,Fiona,Mouse,Gadgets,West,17,855,11,Online,Poor,Pending
11-07-2025,Bob,Laptop,Gadgets,East,22,3478,16,Online,Average,Cancelled
16-01-2025,Julia,Monitor,Electronics,West,21,3273,20,Online,Excellent,Pending
06-06-2025,Bob,Tablet,Accessories,North,5,3698,27,Debit Card,Average,Delivered
07-08-2025,Alice,Mouse,Gadgets,East,38,1892,30,Credit Card,Average,Returned
26-06-2025,Charlie,Mouse,Accessories,West,43,1626,19,Cash,Poor,Cancelled
11-05-2025,Diana,Smartphone,Gadgets,South,9,1266,23,Cash,Poor,Returned
20-05-2025,Bob,Keyboard,Accessories,East,19,1085,26,Debit Card,Excellent,Returned
09-12-2025,Charlie,Mouse,Gadgets,East,7,3848,4,Cash,Good,Returned
01-09-2025,Bob,Headphones,Accessories,North,24,3768,24,Cash,Average,Returned
07-09-2025,Bob,Mouse,Electronics,North,9,2956,30,Credit Card,Poor,Delivered
08-02-2025,Alice,Keyboard,Peripherals,South,33,4930,29,Online,Good,Pending
14-12-2025,George,Smartphone,Accessories,East,28,2368,30,Debit Card,Good,Delivered
18-08-2025,Diana,Monitor,Electronics,South,16,648,15,Debit Card,Excellent,Pending
23-04-2025,Diana,Headphones,Peripherals,North,20,2545,17,Credit Card,Good,Delivered
21-08-2025,Alice,Keyboard,Gadgets,North,36,2273,25,Credit Card,Average,Returned
16-12-2025,Bob,Smartphone,Electronics,North,17,4085,3,Debit Card,Average,Delivered
26-08-2025,George,Speaker,Electronics,North,1,4025,23,Online,Average,Delivered
03-01-2025,Fiona,Camera,Accessories,East,5,1560,4,Credit Card,Poor,Cancelled
08-05-2025,Ian,Tablet,Electronics,East,28,297,21,Online,Excellent,Returned
23-07-2025,Diana,Tablet,Gadgets,East,50,2394,11,Cash,Poor,Returned
10-04-2025,Hannah,Monitor,Gadgets,West,6,2898,19,Credit Card,Average,Returned
19-11-2025,Diana,Headphones,Peripherals,West,43,1947,16,Online,Poor,Pending
16-06-2025,Hannah,Monitor,Gadgets,South,29,1933,7,Debit Card,Good,Delivered
17-09-2025,Julia,Laptop,Gadgets,North,4,3724,6,Cash,Good,Cancelled
14-06-2025,Charlie,Keyboard,Gadgets,South,42,3272,22,Cash,Average,Pending
18-12-2025,Hannah,Speaker,Accessories,West,43,4923,18,Cash,Excellent,Pending
12-06-2025,Edward,Smartwatch,Electronics,North,25,3838,21,Online,Average,Cancelled
15-12-2025,Julia,Mouse,Accessories,North,17,5000,18,Online,Poor,Returned
10-05-2025,Alice,Smartwatch,Electronics,North,39,929,2,Online,Poor,Pending
08-05-2025,Hannah,Smartphone,Accessories,West,8,3665,18,Credit Card,Average,Delivered
24-02-2025,Charlie,Speaker,Peripherals,East,20,1227,15,Credit Card,Poor,Returned
11-04-2025,Ian,Mouse,Peripherals,South,20,3869,28,Cash,Excellent,Pending
24-02-2025,Alice,Smartwatch,Gadgets,North,21,3366,23,Cash,Good,Delivered
25-09-2025,Bob,Smartphone,Peripherals,West,14,1331,21,Online,Good,Cancelled
06-12-2025,Charlie,Laptop,Accessories,East,16,2338,18,Debit Card,Poor,Cancelled
07-04-2025,Diana,Tablet,Electronics,West,32,2104,6,Online,Average,Cancelled
16-12-2025,Edward,Mouse,Accessories,North,45,4815,13,Debit Card,Poor,Pending
24-05-2025,Charlie,Keyboard,Gadgets,West,23,3453,16,Cash,Excellent,Delivered
25-10-2025,Ian,Tablet,Electronics,South,12,509,13,Debit Card,Excellent,Pending
20-09-2025,Julia,Headphones,Accessories,North,2,3384,28,Cash,Average,Cancelled
04-05-2025,Diana,Tablet,Gadgets,South,7,1908,26,Debit Card,Good,Pending
10-04-2025,Bob,Camera,Accessories,North,24,416,8,Debit Card,Average,Cancelled
12-04-2025,Bob,Smartwatch,Accessories,West,25,416,5,Cash,Average,Pending
10-03-2025,Diana,Mouse,Electronics,South,40,3915,3,Debit Card,Poor,Delivered
23-01-2025,Charlie,Laptop,Accessories,West,7,4929,10,Online,Good,Delivered
05-09-2025,Fiona,Headphones,Gadgets,South,18,4447,2,Credit Card,Average,Pending
02-05-2025,Diana,Smartwatch,Gadgets,South,28,1516,2,Credit Card,Excellent,Cancelled
18-01-2025,Charlie,Camera,Electronics,West,44,1802,29,Cash,Poor,Delivered
23-05-2025,George,Mouse,Accessories,North,7,1870,23,Debit Card,Poor,Pending
21-03-2025,Julia,Mouse,Accessories,North,25,4651,4,Cash,Average,Returned
04-08-2025,Edward,Speaker,Peripherals,North,44,4866,22,Credit Card,Poor,Delivered
19-01-2025,Julia,Monitor,Accessories,North,20,724,25,Debit Card,Average,Pending
16-05-2025,George,Laptop,Gadgets,East,5,3982,12,Online,Average,Cancelled
15-08-2025,Ian,Speaker,Electronics,South,23,4196,2,Debit Card,Good,Cancelled
06-06-2025,Edward,Mouse,Gadgets,West,31,4119,0,Online,Poor,Pending
09-01-2025,Diana,Smartphone,Electronics,South,15,1775,18,Debit Card,Excellent,Cancelled
04-08-2025,George,Headphones,Accessories,North,13,3089,23,Cash,Average,Cancelled
13-02-2025,Edward,Mouse,Electronics,South,31,3530,2,Online,Good,Cancelled
03-08-2025,Fiona,Camera,Electronics,South,28,1910,23,Credit Card,Excellent,Delivered
21-10-2025,Diana,Keyboard,Gadgets,East,34,1616,4,Debit Card,Good,Delivered
02-11-2025,Ian,Monitor,Accessories,North,18,708,16,Credit Card,Excellent,Pending
05-03-2025,Alice,Tablet,Gadgets,North,1,988,22,Credit Card,Excellent,Pending
10-10-2025,Edward,Laptop,Peripherals,West,47,4225,4,Cash,Excellent,Returned
08-02-2025,Edward,Camera,Gadgets,North,40,3817,15,Credit Card,Average,Cancelled
18-02-2025,Charlie,Smartwatch,Electronics,South,6,4639,15,Cash,Average,Cancelled
20-07-2025,Bob,Mouse,Electronics,West,13,947,10,Online,Excellent,Returned
26-10-2025,Alice,Keyboard,Gadgets,East,18,3246,12,Cash,Poor,Pending
08-10-2025,Bob,Smartphone,Peripherals,East,5,1263,21,Debit Card,Excellent,Cancelled
13-09-2025,Hannah,Smartwatch,Gadgets,West,41,3238,29,Online,Poor,Returned
15-08-2025,Fiona,Tablet,Electronics,West,32,4798,11,Credit Card,Poor,Delivered
28-05-2025,Alice,Keyboard,Accessories,North,33,4408,6,Cash,Good,Returned
14-10-2025,Julia,Keyboard,Accessories,South,5,4010,19,Cash,Average,Cancelled
19-05-2025,George,Smartwatch,Accessories,East,1,3686,18,Online,Average,Returned
02-10-2025,Bob,Tablet,Gadgets,North,40,1901,25,Credit Card,Excellent,Cancelled
24-10-2025,Hannah,Laptop,Gadgets,East,1,2789,17,Debit Card,Poor,Pending
25-02-2025,Alice,Smartphone,Peripherals,South,32,1059,22,Credit Card,Excellent,Delivered
21-04-2025,Bob,Headphones,Electronics,East,8,492,6,Online,Good,Pending
09-04-2025,Fiona,Monitor,Electronics,North,37,2993,15,Debit Card,Average,Cancelled
03-11-2025,Julia,Keyboard,Electronics,East,24,3886,13,Online,Poor,Cancelled
08-03-2025,Fiona,Headphones,Electronics,West,31,1838,22,Cash,Good,Pending
18-03-2025,Julia,Speaker,Accessories,North,42,2548,20,Online,Good,Returned
06-02-2025,Bob,Monitor,Gadgets,North,7,2558,20,Debit Card,Good,Pending
14-01-2025,Julia,Keyboard,Accessories,North,43,3474,14,Debit Card,Poor,Returned
23-08-2025,Edward,Laptop,Gadgets,North,20,4387,7,Debit Card,Good,Returned
16-10-2025,Fiona,Speaker,Gadgets,East,23,2911,30,Credit Card,Excellent,Pending
02-05-2025,Hannah,Speaker,Peripherals,East,7,116,25,Credit Card,Excellent,Cancelled
10-04-2025,Fiona,Smartwatch,Electronics,North,20,401,5,Online,Poor,Cancelled
10-12-2025,Hannah,Tablet,Accessories,North,38,2509,13,Credit Card,Good,Delivered
28-12-2025,Fiona,Headphones,Accessories,East,23,3772,24,Credit Card,Good,Delivered
03-08-2025,Hannah,Camera,Peripherals,South,7,2238,27,Debit Card,Good,Delivered
08-11-2025,Edward,Keyboard,Accessories,North,18,3840,26,Online,Excellent,Pending
26-05-2025,Hannah,Mouse,Peripherals,North,38,4952,9,Cash,Average,Delivered
19-11-2025,Fiona,Laptop,Peripherals,East,45,1440,5,Debit Card,Average,Returned
26-11-2025,Ian,Headphones,Peripherals,West,42,4895,13,Online,Good,Cancelled
14-04-2025,Diana,Speaker,Electronics,North,23,2017,21,Cash,Good,Returned
18-02-2025,Diana,Smartwatch,Accessories,South,21,3365,13,Credit Card,Poor,Delivered
21-04-2025,Julia,Mouse,Peripherals,West,35,912,24,Debit Card,Poor,Cancelled
09-03-2025,Charlie,Smartphone,Accessories,West,50,3278,14,Debit Card,Poor,Delivered
03-03-2025,Alice,Keyboard,Gadgets,South,13,3471,14,Debit Card,Poor,Returned
06-01-2025,Fiona,Headphones,Accessories,East,35,1363,6,Cash,Excellent,Returned
20-05-2025,George,Camera,Electronics,West,32,432,0,Debit Card,Average,Returned
27-12-2025,Hannah,Laptop,Electronics,West,14,4561,2,Debit Card,Average,Pending
10-10-2025,Hannah,Tablet,Accessories,West,25,3744,8,Cash,Excellent,Delivered
